"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Ninja Ryuukenden","JP","Action,Platformer,2D","Ninja Action! The stage is set for conspiracy, mystery and evil in America. Come with Ninja Ryu as he takes you on his fateful journey. The unique cinema display system develops the story stage by stage. You piece together the puzzle, while watching the movie-like graphics. Decide what action to take. Use the secret sword and items collected during the action scenes to fight your way to the goal!","8.0","7.7","n/a","Tecmo","Jan 24, 1992 ","http://www.gamefaqs.com/tg16/589054-ninja-gaiden"
"Ninja Gaiden","US","Action,Platformer,2D","Ninja Action! The stage is set for conspiracy, mystery and evil in America. Come with Ninja Ryu as he takes you on his fateful journey. The unique cinema display system develops the story stage by stage. You piece together the puzzle, while watching the movie-like graphics. Decide what action to take. Use the secret sword and items collected during the action scenes to fight your way to the goal!","8.0","7.7","n/a","Tecmo","Jan 24, 1992 ","http://www.gamefaqs.com/tg16/589054-ninja-gaiden"
"Ninja Ryuukenden","JP","Action,Platformer,2D","Ninja Action! The stage is set for conspiracy, mystery and evil in America. Come with Ninja Ryu as he takes you on his fateful journey. The unique cinema display system develops the story stage by stage. You piece together the puzzle, while watching the movie-like graphics. Decide what action to take. Use the secret sword and items collected during the action scenes to fight your way to the goal!","8.0","7.7","n/a","Tecmo","Jan 24, 1992 ","http://www.gamefaqs.com/tg16/589054-ninja-gaiden"
"Ninja Spirit","US","Action,General","Ninja Spirit is an Action game, developed and published by Irem,which was released in Japan in 1990.","7.5","7.5","","Irem","1990 ","http://www.gamefaqs.com/tg16/589055-ninja-spirit"
"Saigo no Nindou: Ninja Spirit","JP","Action,General","Ninja Spirit is an Action game, developed and published by Irem,which was released in Japan in 1990.","7.5","7.5","","Irem","1990 ","http://www.gamefaqs.com/tg16/589055-ninja-spirit"
"The Ninja Warriors","US","Action,Beat-'Em-Up","In 1993, to be an individual is to be, er... DEAD! The totally evil master geek (sorry... politician) BANGLER has serious power going down in town. All the Fuzz and Squaddies are his but so is the Underworld. You are MULK, pal... and as THE totally wicked revolutionary (for 'THE' read 'ONLY'), you are gonna build two assassination machines - The Ninja Warriors - and attempt to chill out this Bangler guy with knives, shurikens and some bad posse hip movement! Multiple levels of non-stop, furious two-player Oriental upbeat action!","n/a","5.9","n/a","Taito Corporation","Jun 30, 1989 ","http://www.gamefaqs.com/tg16/589056-the-ninja-warriors"
"Obocchamakun","US","Action,Platformer,2D","Obocchamakun is an Action game, developed by Pack-In-Video and published by Namco,which was released in Japan in 1991.","n/a","5.0","n/a","Pack-In-Video","Mar 15, 1991 ","http://www.gamefaqs.com/tg16/571599-obocchamakun"
"Operation Wolf","US","Action,Shooter,Light Gun","A group of desperate terrorists is keeping hostages in their jungle fortress. As a member of the elite tactical squad Operation Wolf, you must invade their hideout, destroy their operations, and get the hostages out alive! Maneuver through a series of missions and fight off soldiers, patrol boats, helicopters, and more.","n/a","7.0","n/a","Taito Corporation","Aug 31, 1990 ","http://www.gamefaqs.com/tg16/589057-operation-wolf"
"Ordyne","US","Action,Shooter,Scrolling","The evil Kubota has kidnapped Dr. Tomari's fianc&eacute;e, Kana, and taken the colossal nuclear reactor Ordyne. In order to reclaim them, Dr. Tomari and his assistant Felix take to their battleships and head off in pursuit. Avoid enemies and advance through seven different levels that take place on land, sea, and air. Collect crystals from defeated enemies and use them to buy items or upgrades for your ship at the Space Inn. Do you have what it takes to defeat the boss at the end of each level and ultimately reach Kubota in the final stage, Kubota World?","n/a","6.1","","Namco","1990 ","http://www.gamefaqs.com/tg16/589059-ordyne"
"Out Live","US","Role-Playing,General","Out Live is a Role-Playing game, published by SunSoft,which was released in Japan in 1989.","n/a","10.0","n/a","SunSoft","Mar 17, 1989 ","http://www.gamefaqs.com/tg16/589060-out-live"
"OutRun","US","Driving,Racing,Arcade","OutRun is a Driving game, developed and published by NEC Interchannel,which was released in Japan in 1990.","8.0","6.8","n/a","NEC Interchannel","Dec 21, 1990 ","http://www.gamefaqs.com/tg16/589061-outrun"
"Override","US","Action,Shooter,Scrolling","Override is an Action game, developed by Sting and published by Data East,which was released in Japan in 1991.","n/a","8.4","n/a","Sting","Jan8, 1991 ","http://www.gamefaqs.com/tg16/589062-override"
"P-47","US","Action,Shooter,Scrolling","P-47 is an Action game, developed by NMK and published by Aicom,which was released in Japan in 1989.","n/a","6.7","n/a","NMK","Mar 20, 1989 ","http://www.gamefaqs.com/tg16/589063-p-47"
"P-47: The Freedom Fighter","JP","Action,Shooter,Scrolling","P-47 is an Action game, developed by NMK and published by Aicom,which was released in Japan in 1989.","n/a","6.7","n/a","NMK","Mar 20, 1989 ","http://www.gamefaqs.com/tg16/589063-p-47"
"P-47","US","Action,Shooter,Scrolling","P-47 is an Action game, developed by NMK and published by Aicom,which was released in Japan in 1989.","n/a","6.7","n/a","NMK","Mar 20, 1989 ","http://www.gamefaqs.com/tg16/589063-p-47"
"P-47: The Freedom Fighter","JP","Action,Shooter,Scrolling","P-47 is an Action game, developed by NMK and published by Aicom,which was released in Japan in 1989.","n/a","6.7","n/a","NMK","Mar 20, 1989 ","http://www.gamefaqs.com/tg16/589063-p-47"
"Pac-Land","US","Action,Platformer,2D","Pac-Man, the world's most famous game character is back! Help Pac-Man guide the Fairy back to her home in Fairy Land, but watch out - those mischievous ghosts are out to stop you once again! Use the Magic Shoes to help get Pac-Man back to his own home in 16 different rounds with multiple trips in each round, eating Power Pellets and bonus Fruit along the way. Fast, frantic, addictive Pac-Man action from beginning to end!","n/a","7.0","n/a","Namco","1990 ","http://www.gamefaqs.com/tg16/589066-pac-land"
"Pachi-Slot PC: Idol Gambler","US","Miscellaneous,Parlor,Gambling","Pachi-Slot PC: Idol Gambler is a Miscellaneous game, published by Games Express,which was released in Japan in 1992.","n/a","n/a","n/a","Games Express","1992 ","http://www.gamefaqs.com/tg16/589065-pachi-slot-pc-idol-gambler"
"Pachiokun: Juban Shobu","US","Miscellaneous,Parlor,Gambling","Pachiokun: Juban Shobu is a Miscellaneous game, published by Coconuts Japan,which was released in Japan in 1992.","n/a","n/a","n/a","Coconuts Japan","Mar 13, 1992 ","http://www.gamefaqs.com/tg16/589064-pachiokun-juban-shobu"
"Psychosis","US","Action,Shooter,Scrolling","Psychosis is an Action game, developed by Dual and published by Naxat Soft,which was released in Japan in 1990.","n/a","6.2","","Dual","1990 ","http://www.gamefaqs.com/tg16/917248-psychosis"
"Paranoia","JP","Action,Shooter,Scrolling","Psychosis is an Action game, developed by Dual and published by Naxat Soft,which was released in Japan in 1990.","n/a","6.2","","Dual","1990 ","http://www.gamefaqs.com/tg16/917248-psychosis"
"Parasol Stars: The Story of Bubble Bobble III","US","Action,Platformer,2D","Parasol Stars: The Story of Bubble Bobble III is an Action game, developed and published by Taito Corporation,which was released in Japan in 1991.","8.0","7.9","n/a","Taito Corporation","1991 ","http://www.gamefaqs.com/tg16/589068-parasol-stars-the-story-of-bubble-bobble-iii"
"Parodius Da!","US","Action,Shooter,Scrolling","One day, our octopus friend gets into a fight to the death with his old rival, the bug. Our octopus wins and people start to call him Mr. Parodius. On his paid vacation he goes to the countryside to enjoy a little farming. Returning to our ready-made octopus pot, he reads the 'People of the Universe' newspaper and nearly falls off his chopping board in surprise. There now is a picture of the mysterious Great Octopus with the Earth in his arms. 'F... father?,' he stutters. It was his father, who had disappeared just two years before, never to return home. So Octopus sets out on a search for the truth and with his companions begins to travel the world!","9.0","8.1","n/a","Konami","Feb 21, 1992 ","http://www.gamefaqs.com/tg16/589069-parodius-da"
"Parodius Da! Shinwa kara Owarai e","JP","Action,Shooter,Scrolling","One day, our octopus friend gets into a fight to the death with his old rival, the bug. Our octopus wins and people start to call him Mr. Parodius. On his paid vacation he goes to the countryside to enjoy a little farming. Returning to our ready-made octopus pot, he reads the 'People of the Universe' newspaper and nearly falls off his chopping board in surprise. There now is a picture of the mysterious Great Octopus with the Earth in his arms. 'F... father?,' he stutters. It was his father, who had disappeared just two years before, never to return home. So Octopus sets out on a search for the truth and with his companions begins to travel the world!","9.0","8.1","n/a","Konami","Feb 21, 1992 ","http://www.gamefaqs.com/tg16/589069-parodius-da"
"Parodius Da!","US","Action,Shooter,Scrolling","One day, our octopus friend gets into a fight to the death with his old rival, the bug. Our octopus wins and people start to call him Mr. Parodius. On his paid vacation he goes to the countryside to enjoy a little farming. Returning to our ready-made octopus pot, he reads the 'People of the Universe' newspaper and nearly falls off his chopping board in surprise. There now is a picture of the mysterious Great Octopus with the Earth in his arms. 'F... father?,' he stutters. It was his father, who had disappeared just two years before, never to return home. So Octopus sets out on a search for the truth and with his companions begins to travel the world!","9.0","8.1","n/a","Konami","Feb 21, 1992 ","http://www.gamefaqs.com/tg16/589069-parodius-da"
"Parodius Da! Shinwa kara Owarai e","JP","Action,Shooter,Scrolling","One day, our octopus friend gets into a fight to the death with his old rival, the bug. Our octopus wins and people start to call him Mr. Parodius. On his paid vacation he goes to the countryside to enjoy a little farming. Returning to our ready-made octopus pot, he reads the 'People of the Universe' newspaper and nearly falls off his chopping board in surprise. There now is a picture of the mysterious Great Octopus with the Earth in his arms. 'F... father?,' he stutters. It was his father, who had disappeared just two years before, never to return home. So Octopus sets out on a search for the truth and with his companions begins to travel the world!","9.0","8.1","n/a","Konami","Feb 21, 1992 ","http://www.gamefaqs.com/tg16/589069-parodius-da"
"Air Zonk","US","Action,Shooter,Scrolling","Air Zonk is an Action game, developed by RED Entertainment and published by Hudson,which was released in Japan in 1992.","9.0","7.8","","RED Entertainment","1992 ","http://www.gamefaqs.com/tg16/588888-air-zonk"
"PC Denjin: Punkic Cyborgs","JP","Action,Shooter,Scrolling","Air Zonk is an Action game, developed by RED Entertainment and published by Hudson,which was released in Japan in 1992.","9.0","7.8","","RED Entertainment","1992 ","http://www.gamefaqs.com/tg16/588888-air-zonk"
"TurboGrafx-16","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16 Hardware","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx II","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine GT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine LT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Shuttle","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Supergrafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboExpress","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine DUO-R","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16 Hardware","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx II","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine GT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine LT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Shuttle","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Supergrafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboExpress","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine DUO-R","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16 Hardware","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx II","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine GT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine LT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Shuttle","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Supergrafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboExpress","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine DUO-R","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16 Hardware","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx II","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine GT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine LT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Shuttle","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Supergrafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboExpress","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine DUO-R","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16 Hardware","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx II","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine GT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine LT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Shuttle","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Supergrafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboExpress","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine DUO-R","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16 Hardware","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx II","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine GT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine LT","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Shuttle","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Supergrafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboExpress","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine DUO-R","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"TurboGrafx-16 Hardware","US","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
"PC Engine Core Grafx","JP","Hardware,Console","TurboGrafx-16 is a Hardware game, developed and published by NEC Interchannel,which was released in Japan in 1987.","8.0","8.2","n/a","NEC Interchannel","Aug 29, 1989 ","http://www.gamefaqs.com/tg16/916398-turbografx-16"
